24.9870463777 11.2567812775 6.0038884533 7.6916022418 33.0079840219 4.7825883792 18.3858583893 5.6414794558 6.6557461291 2.6119124340 48.7709902657 20.4833935663 47.3619701200 14.9671296409 1.0263706130 2.7082701597 0.1844575143 19.8160762947 18.2795169334 12.3828902394
41.8117103851 29.4174561218 25.5726312784 47.3620714005 130.9212264822 74.4835523183 48.9137695524 63.5553744560 17.9192110823 11.5246589597 14.5841973292 84.0661270971 63.7972682065 21.6620263016 4.2063201631 2.2795402657 6.0271982629 23.0492248293 47.4536327087 14.3987553067
384.6810428934 45.2558259284 655.3875444610 52.4683914962 174.8664090637 64.5281560679 45.6701663191 31.0501027819 20.8657220993 4.4734332347 21.1936863416 324.7733255439 549.6633772693 43.6431724668 5.8042504681 0.3349626536 133.2856254760 47.9148914507 122.2425693518 143.9032971400
551.0160471135 182.7752315942 248.8210857180 156.4853106142 413.3133215749 335.5137433106 338.7160489411 260.0738995995 223.4671754571 129.1400191502 237.3919849492 387.8706642162 409.9139308919 237.1854087092 172.8424489694 158.4519762106 193.4362336470 291.1351243501 395.8867413581 302.5695561321
11.9628465325 11.7389011734 3.5678521807 0.1786328370 20.1676120074 19.4022773122 7.5474729526 5.8882338787 44.2297184435 0.4792917187 0.0510962907 21.4975452637 31.2370611568 0.8720039624 13.9154353083 11.7104593375 12.2852031435 0.8391369929 19.4431126594 14.9920593556
106.7985805441 187.1620886228 345.0425762194 29.7821505203 81.6429332306 104.6866802277 72.2903411582 33.9596547164 222.2091969333 6.9854665074 1.1472330762 307.2468860580 305.3917753755 28.7779038542 204.4483690844 19.2424520946 375.0246420560 19.5445150993 192.4962098675 531.1262972615
27.0153090857 58.4537920379 40.3684097933 9.5168966105 50.9525151976 13.2788551060 15.0070864988 14.2874318014 71.1579420932 1.4803920975 19.5584717260 48.9863411582 54.3587065140 30.1118920902 14.9052755831 10.3209162048 49.4234181763 5.8491600290 22.6050839322 66.3680567715
7.2586698661 7.5722001290 4.0923549831 21.2243898675 27.1731269650 32.8589947634 34.2952677941 28.3380632483 24.1512678456 3.7617807609 0.0502976267 27.8016243920 24.6344318679 3.4202974407 5.5115559146 1.7766328966 1.1853723045 4.2502581566 34.4626373247 4.1867283600
5.7153933726 18.4119653159 54.6419871054 90.2905316737 12.6481189563 8.9765690291 4.5253994203 6.1287994870 0.2411730986 5.1020071272 127.1558588544 9.2639471198 23.7808370527 17.9243435351 0.0502976285 0.0505573289 27.1977603050 25.7905819712 3.3806455439 10.7291785818
12.7166832151 11.5912403004 58.4510964054 10.8105525287 4.3285588351 4.9535848393 1.5596406413 1.8213317338 60.4821216011 1.7431487670 0.0502976266 24.0259522456 38.8588528738 11.9998401681 65.7638898770 15.9188106360 95.1632717809 0.0746922851 6.2371744745 11.4552116725
627.9040872214 49.8595797212 585.8470581659 56.8170380025 220.4450453099 93.5401086689 71.7970493440 37.2911054610 40.3747697273 3.8609483158 26.7285772317 420.3077188680 725.5737952860 56.8376508388 12.7406793228 3.5126853300 134.9316030817 63.2711095607 157.9758929405 211.3894501089
35.2671201973 9.8823224468 6.4202244848 16.9193514532 82.0117881697 41.3807299320 57.6672606484 66.9168871178 25.6258229455 17.1868329565 55.8413843115 32.1167770631 40.6994241122 16.9496346309 9.5028149580 15.0053071665 1.9752086778 32.3213739240 43.4283730889 8.8873142223
29.6723269176 103.1756460295 68.3154037462 11.8791802816 38.0454902726 103.4056038201 25.6836063195 31.7319064371 127.8102653652 7.7035553421 0.0502976265 77.2438340909 14.2125594576 8.3640851419 77.3890384636 11.2003891348 70.9134466827 4.1752480988 67.0811724935 53.9528967855
57.1610699120 81.5561709052 44.7490921566 22.9851242674 184.4433948689 130.3911390857 58.5315314882 67.8480818602 89.9513219497 11.0900628664 5.8977766514 115.8537601539 39.6760702363 26.9030777162 17.9986614931 5.7573513385 24.8752320270 16.9714719802 93.7849170954 25.5806444548
202.9668319543 47.9725098551 17.2068734462 40.3171281847 143.4292698313 64.6907954424 125.1679345639 94.7270426130 119.0143173335 120.7117203046 965.9308885135 64.4172644208 92.9283862404 119.8826959284 112.3516568571 277.3901672662 21.3058354023 153.6744525833 123.1216263432 68.7985554231
48.6824814543 57.5670558104 31.2324932159 29.9846732124 185.4199893903 253.5325579378 118.9004551311 145.2738197039 91.5585736168 28.4300857772 0.1277474874 125.7778704788 23.3656979982 16.7303782213 59.7029987108 15.5104726240 17.1237152848 15.8795158037 142.1726251081 25.0327455400
23.5144756531 4.1252592807 5.2553624493 0.0505120417 26.1088897536 6.8401604962 3.5247540485 1.9268659731 23.2046855959 0.0503558748 20.0994171896 18.8809738682 18.9664257972 4.1442149864 10.9781071466 2.2905572616 4.0216069077 1.1684441446 12.6084545859 6.2464294525
53.0902353784 23.0519937957 63.1220547368 20.8852704035 32.3074185147 17.4261967218 13.1471870711 11.3463154303 53.0570979886 22.1095807544 23.6356619106 32.0206836222 64.3424036684 34.0875553223 36.4188865339 60.9677554325 67.4550257693 17.4825156835 18.1065823782 25.9455313910
21.7726289431 40.8981769181 101.8622632703 29.0714241523 20.2473427940 5.6108037765 2.0824708111 2.4486026090 13.6038921013 0.9306382674 10.0920892446 61.7124590646 148.0296570233 9.7624379669 3.9183942680 0.0502976664 43.5126321898 3.7485962956 3.5161844419 23.1349607030
29.6152524457 97.5689568860 80.2577244040 24.5569630409 69.8575993040 55.4413855229 33.0011652854 28.6726160434 38.8951846420 9.9979309863 2.2817104845 73.8457332335 33.6073529202 24.1268213318 28.9261738180 3.3301468373 62.4538924694 13.6597883082 81.5273781912 46.3821763525
123.8876555816 107.9909054914 269.6096523507 34.2241019104 119.9046085295 64.0217783429 22.4662183194 28.3251760089 357.8588531475 8.3147644033 23.6011810920 241.2106802253 386.0252593064 39.6183659580 102.3493626481 27.9721004147 250.7424599569 21.6668518639 64.1382417817 112.0777351748
69.0116362791 12.1732608833 17.6013867085 25.3383055348 90.1171005151 85.4859888651 62.4668830235 55.7855572179 18.3071225552 43.9350621728 65.6788165946 27.0328317530 33.1975124001 22.5696461667 12.5808406142 20.3580291984 10.3672048465 62.5600851899 51.3166946175 10.1219873709
9.1122758978 1.3918371153 0.0503474377 3.0931309385 20.7522732628 6.8234784949 14.5452004375 17.1906440776 44.6442477841 8.1165885497 23.7998996868 8.2236761442 23.1905274897 12.7816464117 20.9064005798 94.4243989358 0.1596385555 7.9720918142 5.0178355800 2.8098133137
63.4509006142 30.2510666291 33.3885143447 73.2937475909 117.6152989297 76.2177573694 67.3209157315 94.6463368189 30.9971561571 46.3050359985 147.7818643407 70.2891891443 229.1447096722 32.0844148632 11.0540265819 16.8309772233 13.5498781798 73.1382225179 40.7604043174 14.8855354825
622.0994266598 54.1559819987 948.6756635380 51.9246719206 186.7375864540 68.3617117236 44.9644285957 27.6520026998 43.9060989672 2.6072644648 39.6177049825 442.1434148654 709.1816448878 69.1246554757 11.7811387282 2.8429827883 209.6820385679 56.3890321826 126.5546421880 249.6038608185
28.5755471066 8.1748699464 5.4258377362 19.3332398791 95.5873718879 41.3992243498 52.9676315198 61.1252896985 13.3207067262 46.8150907193 64.6390239839 20.6436578341 15.1340042214 22.1546981570 7.6390510219 14.8688700757 3.3988129812 36.7331288478 43.2428096371 3.8270861773
40.0612024474 32.6535616859 8.7298387535 24.4200706006 89.0581346752 33.3991263128 49.6613118907 70.4454335976 138.1885205281 18.0100697281 47.4763393287 51.3533972276 65.2503649672 30.2553130348 48.1559856760 54.1389236628 10.6738836315 26.6919218413 51.7638548535 22.6186980638
